,type,bedrooms,bathrooms,nearest_station,address,price,postcode,size_imputed
594,Apartment,1,1,0.2,"Kensington Gardens Square, London, W2",2817,W2,861.7763713080169
595,Apartment,1,1,0.0,"Royal Captain Court, Blackwall Reach, Canary Wharf E14",1907,E14,861.7763713080169
596,Terraced,4,1,0.4,"Oxford Close, London N9",2300,N9,861.7763713080169
597,Apartment,3,2,0.7,"Palace Wharf, Rainville Road, Fulham, London, W6",7627,W6,861.7763713080169
598,Flat,1,1,0.1,Elsie Road London SE22,1700,SE22,861.7763713080169
599,Apartment,1,1,0.4,"Hill Street, London, W1J",2925,W1J,861.7763713080169
600,Apartment,1,1,0.4,"Hill Street, Mayfair, London, W1J",2340,W1J,861.7763713080169
601,Apartment,2,1,0.4,"Hill Street, London, W1J",4550,W1J,861.7763713080169
602,Flat,2,1,0.1,Elsie Road East Dulwich SE22,2000,SE22,861.7763713080169
603,Apartment,2,1,0.2,"Fulham Road, London, SW3",4247,SW3,861.7763713080169
604,Apartment,2,2,0.2,"Fulham Road, London, SW3",3878,SW3,861.7763713080169
605,Apartment,2,2,0.2,"Pelham Court, 145 Fulham Road, Chelsea, London, SW3",3423,SW3,861.7763713080169
606,Apartment,1,1,0.2,"Falcon Point, Hopton Street, London, SE1",1798,SE1,861.7763713080169
607,Flat,1,1,0.2," Coleherne Road, London, UK,London,SW10",2100,SW10,377
608,Apartment,1,1,0.2,"Thornes House, 4 Charles Clowes Walk, Nine Elms, London, SW11",4052,SW11,861.7763713080169
609,Flat,1,1,0.2," Philbeach Gardens,London,SW5",1850,SW5,355
610,House,1,1,0.1,"Sheen Lane, East Sheen, SW14",1750,SW14,861.7763713080169
611,Flat,3,2,0.3,"Cubitt Street, London, WC1X",3142,WC1X,861.7763713080169
612,Terraced,5,3,0.2,"Stonor Road, London, W14",8667,W14,861.7763713080169
613,Maisonette,1,1,0.2,"Carlton Park Avenue, London, SW20",1500,SW20,861.7763713080169
614,Flat,1,2,0.3,"The School House, London, N7",1690,N7,861.7763713080169
615,Flat,2,2,0.2,"Brunswick Quay, London, SE16",2995,SE16,861.7763713080169
616,Penthouse,1,1,0.1,"John Trundle Court, London, EC2Y",1995,EC2Y,861.7763713080169
617,Flat,2,2,0.4,"Robsart Street, London, SW9",2750,SW9,861.7763713080169
618,Flat,2,2,0.1,"Greenwich High Road, London, SE10",1950,SE10,861.7763713080169
619,Apartment,2,2,0.2,"Thornes House, SW11",4312,SW11,864
620,Apartment,3,2,0.3,"Park Village East, NW1",4225,NW1,1265
621,Flat,1,1,0.2,"Little Titchfield Street, W1W",2200,W1W,861.7763713080169
622,Apartment,1,1,0.6,Green lanes N16 9DH,1585,9DH,558
623,Ground Flat,3,1,0.1,"Rochester Avenue, Upton Park, E13",1900,E13,861.7763713080169
624,Flat,5,4,0.3,"The Hall, London, NW8 ",8667,NW8,2774
625,Flat,1,1,0.3,"CHESHAM STREET, London, SW1X",2817,SW1X,861.7763713080169
626,Flat,1,1,0.3,"CHESHAM STREET, London, SW1X",3575,SW1X,861.7763713080169
627,Apartment,1,1,0.4,"Welmar Mews, Clapham Park Road, London, SW4",1495,SW4,861.7763713080169
628,Flat,3,2,0.3,"Bourdon Street, London, W1K",6800,W1K,861.7763713080169
629,Flat,2,2,0.4,"Queen Mary Avenue, E18",1500,E18,861.7763713080169
630,Terraced,3,3,0.4,"Rufford Street, London, N1",3250,N1,1065
631,Flat,2,2,0.2,"Embassy Gardens, 1 Viaduct Gardens, Battersea, SW11 ",4200,SW11,880
632,Flat,2,2,0.4,"Bowden House, Prince of Wales Drive, 9 Palmer Road, London SW11",3467,SW11,822
633,Apartment,1,1,0.2,"161 Fulham Road, Chelsea, SW3 ",3450,SW3,694
634,Flat,1,1,0.2,"Embassy Gardens, 1 Viaduct Gardens, Battersea, SW11 ",2850,SW11,861.7763713080169
635,Apartment,2,2,0.5,"Prospect Quay, 98 Point Pleasant, Wandsworth, SW18 ",3400,SW18,861.7763713080169
636,Flat,2,2,0.4,"Hurley Court, 953 High Road, North Finchley, N12",2100,N12,861.7763713080169
637,Apartment,2,1,0.1,"Palmer Road, Prince Of Wales Drive, Battersea Park, London, SW11 ",3350,SW11,695
638,Apartment,2,2,0.1,"White City Living, Wood Lane, White City, W12 ",3500,W12,794
639,Flat,1,1,0.2,"86-92 Kensington Square Gardens, Bayswater, W2 ",2800,W2,315
640,Apartment,1,1,0.1,"Prince Of Wales Drive, Palmer Road, Battersea Park, SW11 ",2550,SW11,630
641,Apartment,2,2,0.1,"Palmer Road, Battersea Park, SW11 ",3500,SW11,848
642,Penthouse,3,3,0.1,"Imperial House, 11-13 Young Street, Kensington, W8 ",28500,W8,3664
643,Flat,2,1,0.1,"Palmer Road, Prince Of Wales Drive, Battersea, London, SW11 ",3250,SW11,678
644,Apartment,2,3,0.0,"Palmer Road, Prince Of Wales Drive, Battersea Park, SW11 ",3250,SW11,980
645,Apartment,2,1,0.4,"Prince Of Wales Drive, Battersea, London, SW11 ",3199,SW11,700
646,Flat,1,1,0.3,"Lexington Gardens, Battersea, SW11 ",2500,SW11,566
647,Apartment,2,2,0.2,"161 Fulham Road, Chelsea, SW3 ",4499,SW3,1020
648,Apartment,3,2,0.5,"Prince Of Wales Drive, Palmer Road, Battersea, SW11 ",5500,SW11,1018
649,Terraced,4,2,0.5,"Savill Gardens, Raynes Park, SW20 ",2500,SW20,861.7763713080169
650,Semi-Detached,4,1,0.2,"Hartfield Road, Wimbledon, London, SW19 ",2750,SW19,1352
651,Flat,1,1,0.2,"Fulham Road, Chelsea, SW3 ",3550,SW3,715
652,Apartment,2,2,0.2,"Jewel House, 5 Sterling Way , London, N7",2650,N7,861.7763713080169
653,Apartment,1,1,0.1,"Chiswick High Road, London, W4",1898,W4,861.7763713080169
654,Flat,2,1,0.4,"Park Hill, Ealing, W5",1900,W5,861.7763713080169
655,House,3,1,0.2,Gloucester Mews Bayswater W2,3748,W2,861.7763713080169
656,Apartment,3,1,0.3,"Ladbroke Grove, London, UK, W11",3467,W11,861.7763713080169
657,Apartment,3,2,0.2,"Nassau Street, Fitzroy Place, W1W",8017,W1W,861.7763713080169
658,Terraced,3,1,0.3,"Shelley Avenue, London, E12",1800,E12,861.7763713080169
659,Apartment,2,2,0.3,"Spectrum Building, East Road, London, N1",2817,N1,861.7763713080169
660,House,2,1,0.2,"Rothschild Road, Chiswick, London, W4",2250,W4,861.7763713080169
661,Apartment,2,2,0.1,"The Music Box, Union Street, Southwark SE1",3250,SE1,861.7763713080169
662,Duplex,3,2,0.6,"Peartree Way, London, SE10",2450,SE10,1222
663,Apartment,1,1,0.2,"Commodore house, Royal Docks, London, E16",1850,E16,861.7763713080169
664,Apartment,1,1,0.1,"Monmouth Street, Covent Garden, WC2H",3012,WC2H,861.7763713080169
665,Apartment,1,1,0.1,"Waldegrave Road, London, SE19",975,SE19,861.7763713080169
666,Flat,1,1,0.3,"Grove Hill Road, Camberwell, London, SE5",1750,SE5,861.7763713080169
667,Flat,2,2,0.5,Central Avenue London SW6,3811,SW6,861.7763713080169
668,Flat,1,1,0.1,"Honor Oak Park, SE23",1250,SE23,861.7763713080169
669,Apartment,1,1,0.1,"Neptune Street, SE16",1450,SE16,861.7763713080169
670,Flat,2,1,0.4,"cumberland terrace, Regent's Park, NW1",4333,NW1,861.7763713080169
671,Flat,2,1,0.4,"Cumberland Terrace, Regents Park, NW1",4333,NW1,861.7763713080169
672,Apartment,2,2,0.2,"Queen's Gate, South Kensington, London, SW7",3445,SW7,861.7763713080169
673,Semi-Detached,3,2,0.9,"Barnet Way, Mill Hill, NW7",2500,NW7,861.7763713080169
674,Apartment,1,1,0.1,"Arena Tower, 25 Crossharbour Plaza, London, E14",2150,E14,861.7763713080169
675,Flat,5,4,0.3,"The Hall, London, NW8 ",8667,NW8,2774
676,End of Terrace,7,7,0.2,"Upper Brook Street, Mayfair, London, W1K",29900,W1K,861.7763713080169
677,Apartment,2,1,0.1,"Parkway, Camden, NW1",2318,NW1,861.7763713080169
678,Flat,2,2,0.1,"Quaker Street, London, London, E1 ",2383,E1,861.7763713080169
679,Flat,1,1,0.2,"Carisbrooke Road, Walthamstow, E17",1200,E17,861.7763713080169
680,Flat,2,1,0.3,Redcliffe Street London SW10,2817,SW10,861.7763713080169
681,Apartment,2,1,0.2,"Dryden Building, Commercial Road, London, E1",2097,E1,861.7763713080169
682,Flat,2,2,0.2,"Chapel Market, London, N1",2102,N1,861.7763713080169
683,Apartment,3,3,0.1,"Portland Place, Regents Park, London, W1B",14083,W1B,861.7763713080169
684,Mews,4,2,0.3,"Camden Mews, Camden, NW1 ",5850,NW1,861.7763713080169
685,Apartment,1,1,0.3,St. Georges Fields London W2,1733,W2,861.7763713080169
686,Apartment,2,2,0.2,"Hamilton Terrace, St John's Wood, NW8",3033,NW8,861.7763713080169
687,Flat,1,1,0.1,"Pickwick Court, London, Greater London, SE9",900,SE9,861.7763713080169
688,Apartment,1,1,0.1,"West Tower, Pan Peninsula, Canary Wharf E14",2145,E14,861.7763713080169
689,Flat,1,1,0.3,Carston Close London SE12,1200,SE12,861.7763713080169
690,Apartment,1,1,0.4,"Goswell Road, London, EC1V ",1650,EC1V,861.7763713080169
691,Apartment,1,1,0.5,Haven Way London SE1,1750,SE1,861.7763713080169
692,Apartment,1,1,0.3,St. Georges Fields London W2,1950,W2,861.7763713080169
693,Flat,1,1,0.3,"Forbes Apartments, London, SE18",1750,SE18,861.7763713080169
694,Flat,2,2,0.2,"Piazza Walk, London, E1",3467,E1,861.7763713080169
695,Flat,1,1,0.5,"Shaftesbury House, London, N16",1365,N16,861.7763713080169
696,Flat,1,1,0.2,"Spitalfields, London, E1",2000,E1,861.7763713080169
697,Apartment,2,1,0.5,"High Road, North Finchley, London, N12",1235,N12,861.7763713080169
698,Flat,1,1,0.2,"New Oxford Street, London, WC1A",2650,WC1A,861.7763713080169
699,Maisonette,3,1,0.3,"Avondale House, London, SW14",1985,SW14,861.7763713080169
700,Flat,2,1,0.4,"John Silkin Lane, London, SE8",1650,SE8,861.7763713080169
701,Flat,2,2,0.1,"Beauchamp Road, London, SW11",2150,SW11,861.7763713080169
702,Flat,1,1,0.3,"Carronade Court, Eden Grove, London, N7",1625,N7,861.7763713080169
703,Apartment,2,1,0.4,"Lansdowne Crescent, London, UK, W11",4498,W11,861.7763713080169
704,Apartment,1,1,0.1,Sloane Gardens Chelsea London SW1W,3987,SW1W,861.7763713080169
705,Flat,2,1,0.4,Denmark Avenue Wimbledon SW19,1500,SW19,861.7763713080169
706,Flat,2,2,0.1,"Bowden house, LONDON, SW11",3380,SW11,861.7763713080169
707,Detached,5,3,0.3,"Old Park Avenue, London, SW12",8250,SW12,861.7763713080169
708,Flat,1,1,0.3,"Warwick Building, London, SW11",2075,SW11,861.7763713080169
709,Flat,2,2,0.5,"Tay Court, London, SE1",2300,SE1,861.7763713080169
